owner_username,owner_full_name,owner_id,owner_profile_url,posts_count,total_likes,total_comments,total_engagement,avg_likes,avg_comments,avg_engagement,first_post_timestamp,last_post_timestamp
capcomusa,Capcom USA,1259850329,https://www.instagram.com/capcomusa,7,12762.0,134.0,12896.0,1823.142857142857,19.142857142857142,1842.2857142857142,2026-01-12 22:45:13+00:00,2026-01-30 23:16:56+00:00
forhonorgame,For Honor Official,2036220038,https://www.instagram.com/ubisoft,1,11871.0,374.0,12245.0,11871.0,374.0,12245.0,2026-01-22 18:00:04+00:00,2026-01-22 18:00:04+00:00
theteamgullit,Team Gullit | EA FC 26,6191529297,https://www.instagram.com/teamliquid,1,11861.0,134.0,11995.0,11861.0,134.0,11995.0,2025-08-10 20:10:47+00:00,2025-08-10 20:10:47+00:00
lenovolegion,Lenovo Legion,1941970135,https://www.instagram.com/drlupo,1,10747.0,393.0,11140.0,10747.0,393.0,11140.0,2025-03-14 19:35:18+00:00,2025-03-14 19:35:18+00:00
playstationuk,PlayStation UK,8613456959,https://www.instagram.com/playstationuk,10,8793.0,114.0,8907.0,879.3,11.4,890.7,2026-01-26 15:03:28+00:00,2026-02-02 11:02:39+00:00
stjude,St. Jude Children’s Research Hospital,202044900,https://www.instagram.com/drlupo,1,7766.0,41.0,7807.0,7766.0,41.0,7807.0,2024-12-15 17:34:33+00:00,2024-12-15 17:34:33+00:00
alienware,ALIENWARE,208558123,https://www.instagram.com/sypherpk,1,6545.0,91.0,6636.0,6545.0,91.0,6636.0,2025-12-19 20:12:30+00:00,2025-12-19 20:12:30+00:00
redbullgaming,Red Bull Gaming,4183086129,https://www.instagram.com/sypherpk,1,6361.0,98.0,6459.0,6361.0,98.0,6459.0,2026-01-13 22:46:27+00:00,2026-01-13 22:46:27+00:00
myarcaderetro,My Arcade,5445692864,https://www.instagram.com/capcomusa,1,5969.0,70.0,6039.0,5969.0,70.0,6039.0,2026-01-26 13:00:00+00:00,2026-01-26 13:00:00+00:00
psgvitalityeafc,PSG.Vitality EAFC,76628478135,https://www.instagram.com/teamvitality,1,5440.0,109.0,5549.0,5440.0,109.0,5549.0,2025-09-18 15:16:03+00:00,2025-09-18 15:16:03+00:00
_samanthalupo_,Samantha Lupo,6029243,https://www.instagram.com/drlupo,1,5192.0,49.0,5241.0,5192.0,49.0,5241.0,2025-02-26 16:24:49+00:00,2025-02-26 16:24:49+00:00
gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,10,4696.0,113.0,4809.0,469.6,11.3,480.9,2025-05-29 16:37:21+00:00,2026-02-01 18:01:43+00:00
fallguysgame,Fall Guys,11435957685,https://www.instagram.com/fortnite,1,3950.0,104.0,4054.0,3950.0,104.0,4054.0,2026-02-01 19:37:25+00:00,2026-02-01 19:37:25+00:00
teamliquidapparel,Team Liquid Apparel,8580564589,https://www.instagram.com/teamliquid,1,3301.0,63.0,3364.0,3301.0,63.0,3364.0,2026-01-29 16:45:25+00:00,2026-01-29 16:45:25+00:00
100thieves.esports,100 Thieves Esports,49120212782,https://www.instagram.com/100thieves,1,3086.0,8.0,3094.0,3086.0,8.0,3094.0,2026-01-15 19:01:15+00:00,2026-01-15 19:01:15+00:00
fraanticc,Jaya,40342676830,https://www.instagram.com/xset,1,2362.0,29.0,2391.0,2362.0,29.0,2391.0,2025-11-25 18:48:17+00:00,2025-11-25 18:48:17+00:00
kotakudotcom,Kotaku,3210472814,https://www.instagram.com/kotakudotcom,10,2097.0,289.0,2386.0,209.7,28.9,238.6,2023-08-02 17:21:24+00:00,2024-10-15 18:47:58+00:00
roobet,Roobet,39624597842,https://www.instagram.com/timthetatman,1,2206.0,132.0,2338.0,2206.0,132.0,2338.0,2026-01-12 19:00:00+00:00,2026-01-12 19:00:00+00:00
dokisann,Jack Robertson,13373407894,https://www.instagram.com/g2esports,1,2288.0,35.0,2323.0,2288.0,35.0,2323.0,2026-02-01 20:51:08+00:00,2026-02-01 20:51:08+00:00
jinglejamofficial,Jingle Jam,55761168190,https://www.instagram.com/sneegsnag,1,1726.0,8.0,1734.0,1726.0,8.0,1734.0,2025-11-28 18:04:13+00:00,2025-11-28 18:04:13+00:00
linska,LINSKA,66017310416,https://www.instagram.com/100thieves,1,1308.0,44.0,1352.0,1308.0,44.0,1352.0,2026-01-18 20:53:22+00:00,2026-01-18 20:53:22+00:00
eiyawow,Eiya,2461036885,https://www.instagram.com/teamliquid,1,1231.0,38.0,1269.0,1231.0,38.0,1269.0,2026-01-30 19:10:20+00:00,2026-01-30 19:10:20+00:00
pcgamer_mag,PC Gamer,5914645531,https://www.instagram.com/pcgamer_mag,10,960.0,82.0,1042.0,96.0,8.2,104.2,2026-01-29 15:30:27+00:00,2026-01-31 20:00:54+00:00
aerial_powers23,Aerial Powers,259502524,https://www.instagram.com/discord,1,846.0,85.0,931.0,846.0,85.0,931.0,2025-12-11 23:00:11+00:00,2025-12-11 23:00:11+00:00
realgoodtouring,Real Good Touring,5964466212,https://www.instagram.com/sneegsnag,1,836.0,4.0,840.0,836.0,4.0,840.0,2025-07-03 19:09:15+00:00,2025-07-03 19:09:15+00:00
monsterhuntergame,Monster Hunter,3248252895,https://www.instagram.com/capcomusa,1,681.0,3.0,684.0,681.0,3.0,684.0,2026-01-28 21:30:29+00:00,2026-01-28 21:30:29+00:00
twitchrivals,Twitch Rivals,43303747093,https://www.instagram.com/twitch,1,558.0,44.0,602.0,558.0,44.0,602.0,2026-01-29 20:34:40+00:00,2026-01-29 20:34:40+00:00
smoshgames,Smosh Games,1436269968,https://www.instagram.com/jacksepticeye,1,-1.0,351.0,350.0,-1.0,351.0,350.0,2025-10-24 18:30:00+00:00,2025-10-24 18:30:00+00:00
universalmusic.live,Universal Music Live,53784037621,https://www.instagram.com/twitch,1,279.0,13.0,292.0,279.0,13.0,292.0,2026-01-29 18:26:45+00:00,2026-01-29 18:26:45+00:00
faceitcom,FACEIT,1256414624,https://www.instagram.com/faceitcs2,1,137.0,7.0,144.0,137.0,7.0,144.0,2026-01-22 17:00:51+00:00,2026-01-22 17:00:51+00:00
,,,https://www.instagram.com/bethesda,1,0.0,0.0,0.0,,,,,
,,,https://www.instagram.com/callofduty,1,0.0,0.0,0.0,,,,,
