post_id,ig_post_id,shortcode,post_type,product_type,post_url,owner_username,owner_full_name,owner_id,owner_profile_url,caption,hashtags,mentions,likes,comments,engagement_raw,timestamp,isCommentsDisabled
DQaXAt_EhM2,3754414443813016374,DQaXAt_EhM2,Sidecar,,https://www.instagram.com/p/DQaXAt_EhM2/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,"FAZE SWEATSUIT CAPSULE 

RELEASES TOMORROW 

12PM PST / 3PM EST

shop.fazeclan.com",[],[],43638.0,2323.0,45961.0,2025-10-29 23:38:20+00:00,False
DQNFBUGksht,3750676145206642797,DQNFBUGksht,Sidecar,,https://www.instagram.com/p/DQNFBUGksht/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,The Final Countdown,[],[],25620.0,128.0,25748.0,2025-10-24 19:51:00+00:00,False
DQKgo9LFTrZ,3749953191690975961,DQKgo9LFTrZ,Sidecar,,https://www.instagram.com/p/DQKgo9LFTrZ/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,"GET YOUR CLOSETS READY

10/30/25
12PM PST / 3PM EST",[],[],73191.0,343.0,73534.0,2025-10-23 19:54:37+00:00,False
DP7lgvbDxX4,3745752492752705016,DP7lgvbDxX4,Sidecar,,https://www.instagram.com/p/DP7lgvbDxX4/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,"New Day, New Records",[],[],111136.0,266.0,111402.0,2025-10-18 00:48:35+00:00,False
DPpVCG5kj61,3740613469331930805,DPpVCG5kj61,Sidecar,,https://www.instagram.com/p/DPpVCG5kj61/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,Just Getting Started,[],[],20915.0,111.0,21026.0,2025-10-10 22:38:15+00:00,False
DPXh8fYEvU2,3735603708320478518,DPXh8fYEvU2,Sidecar,,https://www.instagram.com/p/DPXh8fYEvU2/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,31 Days of FaZe,[],[],54240.0,194.0,54434.0,2025-10-04 00:44:45+00:00,False
DPNLEDXAciY,3732688323156756632,DPNLEDXAciY,Sidecar,,https://www.instagram.com/p/DPNLEDXAciY/,fazeclan,FaZe Clan,278193020,https://www.instagram.com/fazeclan,Right on Time ⌛️,[],[],33949.0,160.0,34109.0,2025-09-30 00:12:24+00:00,False
DUIcHelDWkA,3821427942996404480,DUIcHelDWkA,Video,clips,https://www.instagram.com/p/DUIcHelDWkA/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"We gave each one of our players a different trend 😭😭😭

@fnatic.valorant 
#valorant #fnatic #valorantesports #gaming #esports","['valorant', 'fnatic', 'valorantesports', 'gaming', 'esports']",['fnatic.valorant'],4431.0,20.0,4451.0,2026-01-30 10:42:38+00:00,False
DUF46n8jMYH,3820710178119796231,DUF46n8jMYH,Video,clips,https://www.instagram.com/p/DUF46n8jMYH/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"that raze is VCT ready 💯

@fnatic.valorant 
#valorantmemes #valorant #fnatic #esports #gaming","['valorantmemes', 'valorant', 'fnatic', 'esports', 'gaming']",['fnatic.valorant'],1934.0,6.0,1940.0,2026-01-29 10:57:16+00:00,False
DUBHMzcjIkD,3819365625185995011,DUBHMzcjIkD,Video,clips,https://www.instagram.com/p/DUBHMzcjIkD/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"brashies’ xfactor audition goes HARD

@fnatic 
#valorant #fnatic #brashies #vctemea #valorantesports","['valorant', 'fnatic', 'brashies', 'vctemea', 'valorantesports']",['fnatic'],6393.0,48.0,6441.0,2026-01-27 14:26:47+00:00,False
DT-I8R4jAsC,3818528860799765250,DT-I8R4jAsC,Video,clips,https://www.instagram.com/p/DT-I8R4jAsC/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"the best launch options 💯

@fnaticcs 
#cs #cs2 #counterstrike #gaming #cs2tips","['cs', 'cs2', 'counterstrike', 'gaming', 'cs2tips']",['fnaticcs'],4274.0,31.0,4305.0,2026-01-26 10:42:44+00:00,False
DT2lm2IDGhm,3816403131421190246,DT2lm2IDGhm,Video,clips,https://www.instagram.com/p/DT2lm2IDGhm/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"important messages from the team before the match 

@fnatic 
#valorant #valorantesports #fnatic #valorantfunny #alwaysfnatic","['valorant', 'valorantesports', 'fnatic', 'valorantfunny', 'alwaysfnatic']",['fnatic'],4717.0,56.0,4773.0,2026-01-23 12:19:55+00:00,False
DT0NPfLDByQ,3815733023157787792,DT0NPfLDByQ,Video,clips,https://www.instagram.com/p/DT0NPfLDByQ/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"New Year. Clean Slate. Cleaner Kit. The Fnatic Pro Kit 2026 is here! 

@fnaticgear @fulllife_gameswear 
#fnatic #esports #prokit #gaming #alwaysfnatic","['fnatic', 'esports', 'prokit', 'gaming', 'alwaysfnatic']","['fnaticgear', 'fulllife_gameswear']",1775.0,18.0,1793.0,2026-01-22 14:08:53+00:00,False
CwxSlDatMBx,3184408122654769265,CwxSlDatMBx,Video,clips,https://www.instagram.com/p/CwxSlDatMBx/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"Which Kpop walkout is your favourite? 🤔

@fnatic.valorant 
#kpop #fnatic #valorant #valorantmemes #esports #gaming","['kpop', 'fnatic', 'valorant', 'valorantmemes', 'esports', 'gaming']",['fnatic.valorant'],1002473.0,3250.0,1005723.0,2023-09-04 12:38:57+00:00,False
CpaWiMfAJcJ,3051850804387419913,CpaWiMfAJcJ,Video,clips,https://www.instagram.com/p/CpaWiMfAJcJ/,fnatic,Fnatic,452251622,https://www.instagram.com/fnatic,"He finally did it 😭 So proud of the team 🥹🧡

@fnatic.valorant 
#fnatic #valorant #valorantmemes #vct #vctemea #esports #gaming","['fnatic', 'valorant', 'valorantmemes', 'vct', 'vctemea', 'esports', 'gaming']",['fnatic.valorant'],69003.0,396.0,69399.0,2023-03-05 15:10:52+00:00,False
DUJHBUAjpqi,3821616635329813154,DUJHBUAjpqi,Video,clips,https://www.instagram.com/p/DUJHBUAjpqi/,fnatic.valorant,FNATIC Valorant Team,48046829538,https://www.instagram.com/fnatic,"ALFA CLUTCHES IT UP WITH AN ACE 🤯

@fnatic.valorant 
#valorant #valorantesports #fnatic #vctemea #vct","['valorant', 'valorantesports', 'fnatic', 'vctemea', 'vct']",['fnatic.valorant'],10128.0,45.0,10173.0,2026-01-30 16:58:34+00:00,False
CpYu36So-o_,3051394899844000319,CpYu36So-o_,Image,,https://www.instagram.com/p/CpYu36So-o_/,fnatic.valorant,FNATIC Valorant Team,48046829538,https://www.instagram.com/fnatic,"Boaster 😭🧡

@fnatic 
#fnatic #valorant #valorantmemes #vct #valorantmemes #gaming #esports","['fnatic', 'valorant', 'valorantmemes', 'vct', 'gaming', 'esports']",['fnatic'],71447.0,375.0,71822.0,2023-03-05 00:03:59+00:00,False
DT0cs7ODGN_,3815801016835400575,DT0cs7ODGN_,Video,clips,https://www.instagram.com/p/DT0cs7ODGN_/,forhonorgame,For Honor Official,2036220038,https://www.instagram.com/ubisoft,"Relentless and unpredictable, our new Wu Lin Hero Juren will stop at nothing if it leads to victory. Who will you betray next? 

New Hero Juren available January 29, 2026.",[],[],11871.0,374.0,12245.0,2026-01-22 18:00:04+00:00,False
DUN8W6sACKk,3822977116341805732,DUN8W6sACKk,Video,clips,https://www.instagram.com/p/DUN8W6sACKk/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,"wake up. wake up. wake up, it's the first of the monthhhhhhh.",[],[],262944.0,796.0,263740.0,2026-02-01 14:00:37+00:00,False
DUMZXOvDytk,3822541731263359844,DUMZXOvDytk,Video,clips,https://www.instagram.com/p/DUMZXOvDytk/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,Butters will never forget this Power Hour.,[],[],27837.0,242.0,28079.0,2026-01-31 23:35:41+00:00,False
DULebK0jW7K,3822282517194305226,DULebK0jW7K,Video,clips,https://www.instagram.com/p/DULebK0jW7K/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,Hmm! Hmm! Hmm! Hmm! Hmm!,[],[],71782.0,439.0,72221.0,2026-01-31 15:00:34+00:00,False
DUJ3fTjFXFT,3821829802652168531,DUJ3fTjFXFT,Video,clips,https://www.instagram.com/p/DUJ3fTjFXFT/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,"now available?⁣
⁣
i dont get all the hype, it's just a regular show.",[],[],59914.0,438.0,60352.0,2026-01-31 00:01:11+00:00,False
DUJHb3-lPBz,3821618460657774707,DUJHb3-lPBz,Video,clips,https://www.instagram.com/p/DUJHb3-lPBz/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,all that for nothing.,[],[],40147.0,327.0,40474.0,2026-01-30 17:01:29+00:00,False
DUIyxJSF4z8,3821527563370990844,DUIyxJSF4z8,Video,clips,https://www.instagram.com/p/DUIyxJSF4z8/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,"Regular Show. 7pm ET.⁣
⁣
NOW GET A VICTORY ROYALE TONIGHT OR YOU'RE FIRED!",[],[],166257.0,816.0,167073.0,2026-01-30 14:00:42+00:00,False
DUGiYN5lHwW,3820892531643939862,DUGiYN5lHwW,Video,clips,https://www.instagram.com/p/DUGiYN5lHwW/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,cartman just wanted to sing before his power hour...,[],[],14546.0,201.0,14747.0,2026-01-29 16:58:55+00:00,False
DUGU1sBAS1Z,3820832984194428249,DUGU1sBAS1Z,Sidecar,,https://www.instagram.com/p/DUGU1sBAS1Z/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,"And now, triple the chaos.⁣
⁣
Cartman’s Power Hour starts Saturday at 3:30pm ET. Watch out for flying cheesy poofs, they are stronger than you think...",[],[],23233.0,232.0,23465.0,2026-01-29 15:00:10+00:00,False
DT316bpkhPY,3816756321102992344,DT316bpkhPY,Sidecar,,https://www.instagram.com/p/DT316bpkhPY/,fortnite,Fortnite,1192899491,https://www.instagram.com/fortnite,"Welcome to Fortnite, Michael and Dwight ❤️",[],[],557511.0,3026.0,560537.0,2026-01-24 00:00:51+00:00,False
DSYkxozAY6x,3789940827166445233,DSYkxozAY6x,Image,,https://www.instagram.com/p/DSYkxozAY6x/,fortnite,Fortnite,1192899491,https://www.instagram.com/couragejd,"Heart of a lion 🦁⁣
⁣
@Couragejd is in the Shop!",[],['Couragejd'],27748.0,381.0,28129.0,2025-12-18 00:03:25+00:00,False
DSBAGSZEoyI,3783305594032786568,DSBAGSZEoyI,Sidecar,,https://www.instagram.com/p/DSBAGSZEoyI/,fortnite,Fortnite,1192899491,https://www.instagram.com/couragejd,Our next Fortnite ICON: the one and only @couragejd !,[],['couragejd'],137200.0,2818.0,140018.0,2025-12-08 20:19:53+00:00,False
DLA081lCDxv,3657155776541637743,DLA081lCDxv,Video,clips,https://www.instagram.com/p/DLA081lCDxv/,fortnite,Fortnite,1192899491,https://www.instagram.com/tfue,"Battle Royale 🤝 Roguelike 

Blitz Royale has: New medallions and power-ups every game. Weekly game updates. A loot pool full of mythics and exotic items - nice!",[],[],77998.0,513.0,78511.0,2025-06-17 19:03:00+00:00,False
DRfXIXlkZHb,3773836742911693275,DRfXIXlkZHb,Video,clips,https://www.instagram.com/p/DRfXIXlkZHb/,fraanticc,Jaya,40342676830,https://www.instagram.com/xset,"ANGEL TREE SHOPPING WITH @xset !!

#angeltree #salvationarmy #christmas","['angeltree', 'salvationarmy', 'christmas']",['xset'],2362.0,29.0,2391.0,2025-11-25 18:48:17+00:00,False
DUOgnWJCMzc,3823136575005969628,DUOgnWJCMzc,Image,,https://www.instagram.com/p/DUOgnWJCMzc/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,"Back in Playoffs, where we belong.",[],[],1526.0,14.0,1540.0,2026-02-01 19:17:00+00:00,False
DULyCgsCQO3,3822368783617033143,DULyCgsCQO3,Sidecar,,https://www.instagram.com/p/DULyCgsCQO3/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,"1-2 Week ✅
2-1 Week ✅
3-0 Week 🔜",[],[],3471.0,27.0,3498.0,2026-01-31 17:51:28+00:00,False
DULoNOQiCrP,3822325539277384399,DULoNOQiCrP,Sidecar,,https://www.instagram.com/p/DULoNOQiCrP/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,"Bro took his mouse on a date 😭

Pre-order the Logitech G Pro X2 Superstrike through the link in our bio!",[],[],1849.0,5.0,1854.0,2026-01-31 16:25:33+00:00,False
DUKUHg1jbne,3821955711002065374,DUKUHg1jbne,Video,clips,https://www.instagram.com/p/DUKUHg1jbne/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,FIRST TRENT ACE 🥹,[],[],1910.0,35.0,1945.0,2026-01-31 04:11:27+00:00,False
DUI3UlLCHLi,3821547590685061858,DUI3UlLCHLi,Video,clips,https://www.instagram.com/p/DUI3UlLCHLi/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,LAN menace 😭,[],[],2471.0,19.0,2490.0,2026-01-30 15:00:27+00:00,False
DUIlFDLkiX5,3821467358557513209,DUIlFDLkiX5,Sidecar,,https://www.instagram.com/p/DUIlFDLkiX5/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,Locked in 🔒,[],[],814.0,3.0,817.0,2026-01-30 12:00:34+00:00,False
DRueStRiI5j,3778090364368883299,DRueStRiI5j,Sidecar,,https://www.instagram.com/p/DRueStRiI5j/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,"New colors, same aura. 
Last day to get FREE SHIPPING on your jersey orders. 
LINK IN BIO.",[],[],4013.0,24.0,4037.0,2025-12-01 15:38:09+00:00,False
DRr26N9FgwR,3777354207705041937,DRr26N9FgwR,Sidecar,,https://www.instagram.com/p/DRr26N9FgwR/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,"Red looks good on us. Pre-order the 2026 collection now.⁣
⁣
LINK IN BIO",[],[],9470.0,37.0,9507.0,2025-11-30 15:15:56+00:00,False
DRpJi_2CGu9,3776591749959936957,DRpJi_2CGu9,Video,clips,https://www.instagram.com/p/DRpJi_2CGu9/,g2esports,G2 Esports,1655196365,https://www.instagram.com/g2esports,"It’s in our DNA.
2026 Jersey and Prestige Jersey available for pre-order now. 

FREE shipping for all jersey orders until Dec 1st

LINK IN BIO",[],[],2909.0,15.0,2924.0,2025-11-29 14:16:37+00:00,False
DUOX_7fDcFz,3823098681952682355,DUOX_7fDcFz,Image,,https://www.instagram.com/p/DUOX_7fDcFz/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"🎨 Game Informer Reader Art Spotlight: Artwork by Angelica Madrid, age 16 (featured in issue #368) 

Want your artwork featured on our social media or in our magazine? If so, submit your art to our Reader Art contest at readerart@gameinformer.com. Entries become the property of Game Informer.",['368)'],['gameinformer.com.'],43.0,0.0,43.0,2026-02-01 18:01:43+00:00,False
DUOKTE1jJIg,3823038425012671008,DUOKTE1jJIg,Image,,https://www.instagram.com/p/DUOKTE1jJIg/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,What have you been playing or what do you plan to play before the month comes to a close? Let us know in the comments below.,[],[],54.0,19.0,73.0,2026-02-01 16:02:00+00:00,False
DUHBWFfDySN,3821028724611949709,DUHBWFfDySN,Image,,https://www.instagram.com/p/DUHBWFfDySN/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"We spoke with Onimusha: Way of the Sword's director, Satoru Nihei about what kind of surprises we can expect.

""Pay attention to Kyoto [...] it's home to many eerie legends and folklore that goes back centuries."" Click on the link in our bio to read the full article.",[],[],202.0,1.0,203.0,2026-01-29 21:29:05+00:00,False
DUGxjYJDdV2,3820959269252879734,DUGxjYJDdV2,Image,,https://www.instagram.com/p/DUGxjYJDdV2/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"Clockwork Revolution Preview – Rabbit's Got A Gun

For the latest edition of Game Informer magazine, we spoke to Clockwork Revolution's director to learn why the team thinks it ""reacts to what you've done in ways that you just don't see in many other games."" Click on the link in our bio to read the full article.",[],[],212.0,0.0,212.0,2026-01-29 19:11:04+00:00,False
DUEcjNpDMP1,3820303949048366069,DUEcjNpDMP1,Image,,https://www.instagram.com/p/DUEcjNpDMP1/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"Control Resonant Preview – Family Business

For the latest issue of Game Informer, we spoke to Control Resonant's director to learn more about this exciting sequel, including why Remedy views the first Control as a ""great first stepping stone"" for this one. Click on the link in our bio to read the full article.",[],[],323.0,2.0,325.0,2026-01-28 21:29:05+00:00,False
DUEMwgCDewA,3820234493404244992,DUEMwgCDewA,Image,,https://www.instagram.com/p/DUEMwgCDewA/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"Judas Preview – Just A Holy Fool

For the latest issue of Game Informer, we spoke to Judas director Ken Levine to learn about what sets this game apart from BioShock, the Villainy system, and more. Click on the link in our bio to read the full article.",[],[],215.0,3.0,218.0,2026-01-28 19:11:05+00:00,False
DUBbW1LASsv,3819454275164121903,DUBbW1LASsv,Video,clips,https://www.instagram.com/p/DUBbW1LASsv/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"Our digital issue, featuring behind-the-scenes info on @ioi_studios 007 First Light, is LIVE now! Head over to https://gameinformer.com/subscribe to get a subscription and check it out, or lock in your physical edition before February 11!",[],['ioi_studios'],106.0,0.0,106.0,2026-01-27 17:21:58+00:00,False
DTvXqYvFJnh,3814371477253560801,DTvXqYvFJnh,Image,,https://www.instagram.com/p/DTvXqYvFJnh/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,"Our next issue features 007 First Light on the cover! We traveled to Copenhagen and visited IO Interactive (@ioi_studios) to get the most comprehensive look to date at Bond's big return to gaming. Subscribe now to receive this as your first issue, and stay tuned for the digital launch of this issue one week from today!

Click on the link in our bio to learn more about the upcoming issue. Subscribe now to get this issue in your mailbox by going to gameinformer.com/subscribe",[],['ioi_studios'],2489.0,47.0,2536.0,2026-01-20 17:02:18+00:00,False
DR0F3-zEnbS,3779671824503305938,DR0F3-zEnbS,Image,,https://www.instagram.com/p/DR0F3-zEnbS/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,You can now find Game Informer on Barnes & Noble newsstands! Visit gameinformer.com/newsstand/barnes-and-noble or click on the link in our bio.,[],[],120.0,3.0,123.0,2025-12-03 20:00:18+00:00,False
DKPpNFcvMNC,3643311842677015362,DKPpNFcvMNC,Image,,https://www.instagram.com/p/DKPpNFcvMNC/,gameinformermagazine,Game Informer,3599903364,https://www.instagram.com/gameinformermagazine,Sign up for a Game Informer account now and get access to the archive of EVERY issue back to 1991. And you will also be the first to know about the best price for the new Game Informer magazine subscription. Which is happening very soon… 😉,[],[],932.0,38.0,970.0,2025-05-29 16:37:21+00:00,False
DUJjSFRjY6t,3821740933042245293,DUJjSFRjY6t,Image,,https://www.instagram.com/p/DUJjSFRjY6t/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,Well that answers that 🤷‍♂️ No #Batman for the #DCU.,"['Batman', 'DCU.']",[],954.0,23.0,977.0,2026-01-30 21:04:10+00:00,False
DUJcw0nDWUy,3821712259127534898,DUJcw0nDWUy,Image,,https://www.instagram.com/p/DUJcw0nDWUy/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,The legendary smithing duo are officially making their way to the screen for #GodOfWar 🔨,['GodOfWar'],[],8481.0,141.0,8622.0,2026-01-30 20:07:12+00:00,False
DUJa6JjAEfD,3821704103990413251,DUJa6JjAEfD,Image,,https://www.instagram.com/p/DUJa6JjAEfD/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,"Our favorite talking head is coming back 👏

#godofwar #mimir #gaming #tv","['godofwar', 'mimir', 'gaming', 'tv']",[],9787.0,128.0,9915.0,2026-01-30 19:51:00+00:00,False
DUJGr_hDwGI,3821615170217509256,DUJGr_hDwGI,Video,clips,https://www.instagram.com/p/DUJGr_hDwGI/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,"Core memories activated!

Take a second to relive all the sights and sounds of Nintendo start screens over the years 💖",[],[],841.0,9.0,850.0,2026-01-30 16:55:10+00:00,False
DUHRfgRj_hQ,3821099740596009040,DUHRfgRj_hQ,Video,clips,https://www.instagram.com/p/DUHRfgRj_hQ/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,Alex Honnold is scaling the Taipei 101 skyscraper meanwhile I'm fighting for my life in Cairn 🤷‍♂️,[],[],1562.0,12.0,1574.0,2026-01-29 23:50:36+00:00,False
DUHDLzylyV9,3821036814510531965,DUHDLzylyV9,Image,,https://www.instagram.com/p/DUHDLzylyV9/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,"Thank you for your service, Capcom employees 🫡

#residentevil #residentevilrequiem #leonkennedy #rerequiem","['residentevil', 'residentevilrequiem', 'leonkennedy', 'rerequiem']",[],4794.0,130.0,4924.0,2026-01-29 21:45:14+00:00,False
DUG9vxSE2-y,3821012897439641522,DUG9vxSE2-y,Image,,https://www.instagram.com/p/DUG9vxSE2-y/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,This casting for Odin in the #GodOfWar show... Perfection 👌,['GodOfWar'],[],3036.0,68.0,3104.0,2026-01-29 20:57:41+00:00,False
DUG3abUkSif,3820985042471037087,DUG3abUkSif,Image,,https://www.instagram.com/p/DUG3abUkSif/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,The #GodOfWar TV series has found its god of thunder ⚡,['GodOfWar'],[],1874.0,32.0,1906.0,2026-01-29 20:02:19+00:00,False
DUGzaftkiqa,3820967454999456410,DUGzaftkiqa,Image,,https://www.instagram.com/p/DUGzaftkiqa/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,Sydney Sweeney will star in the first live-action film for the #Gundam franchise.,['Gundam'],[],1627.0,160.0,1787.0,2026-01-29 19:27:30+00:00,False
DUGulljjQwv,3820946226955488303,DUGulljjQwv,Image,,https://www.instagram.com/p/DUGulljjQwv/,gamespot,GameSpot,300526603,https://www.instagram.com/gamespot,"#Dispatch is censored by default on #NintendoSwitch and #Switch2. After learning this, some players are even returning their copies.","['Dispatch', 'NintendoSwitch', 'Switch2.']",[],859.0,50.0,909.0,2026-01-29 18:45:14+00:00,False
DSsektuEYzf,3795543050354265311,DSsektuEYzf,Sidecar,,https://www.instagram.com/p/DSsektuEYzf/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/sapnapinsta,guess who’s on the naughty list 😈🎄🎅,[],[],206103.0,2986.0,209089.0,2025-12-25 17:33:32+00:00,False
DQfvpgKEUje,3755930174463494366,DQfvpgKEUje,Sidecar,,https://www.instagram.com/p/DQfvpgKEUje/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/georgenotfound,halloween drip 🔥,[],[],52236.0,448.0,52684.0,2025-11-01 01:49:49+00:00,False
DF8Z5zFRlfu,3565838927992870894,DF8Z5zFRlfu,Sidecar,,https://www.instagram.com/p/DF8Z5zFRlfu/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/georgenotfound,Argentina photo dump :] 🇦🇷,[],[],96310.0,1050.0,97360.0,2025-02-11 19:12:27+00:00,False
Cz9z2clvXIG,3241975348698378758,Cz9z2clvXIG,Image,,https://www.instagram.com/p/Cz9z2clvXIG/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/georgenotfound,The 2 greatest people from England 🇬🇧,[],[],267060.0,2837.0,269897.0,2023-11-22 22:53:19+00:00,False
CzEwpm8RTeV,3225917198648555413,CzEwpm8RTeV,Sidecar,,https://www.instagram.com/p/CzEwpm8RTeV/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/georgenotfound,spending a night at The Conjuring House… 👻,[],[],235226.0,387.0,235613.0,2023-10-31 19:08:39+00:00,False
CxRLCUurixT,3193382148990970963,CxRLCUurixT,Sidecar,,https://www.instagram.com/p/CxRLCUurixT/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/georgenotfound,gogy on the beat 🥱,[],[],275036.0,1029.0,276065.0,2023-09-16 21:47:18+00:00,False
CuR-uGoItoE,3139566262349388292,CuR-uGoItoE,Sidecar,,https://www.instagram.com/p/CuR-uGoItoE/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/sapnapinsta,alfombra roja en la velada 😎,[],[],397108.0,1328.0,398436.0,2023-07-04 15:44:45+00:00,False
Ct25uoCLLB9,3131944483615977597,Ct25uoCLLB9,Sidecar,,https://www.instagram.com/p/Ct25uoCLLB9/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/georgenotfound,Dream died… now we don’t have to hear any new songs from him again 🥳,[],[],347513.0,1136.0,348649.0,2023-06-24 03:21:38+00:00,False
CkZwMqEr3lw,2961610206014830960,CkZwMqEr3lw,Sidecar,,https://www.instagram.com/p/CkZwMqEr3lw/,georgenotfound,GeorgeNotFound,20322442223,https://www.instagram.com/sapnapinsta,Dream Team Halloween 🎃,[],[],552292.0,2193.0,554485.0,2022-11-01 02:57:50+00:00,False
DULTd-EjE3G,3822234331150831046,DULTd-EjE3G,Image,,https://www.instagram.com/p/DULTd-EjE3G/,godlike.in,GodLike Esports,8221658682,https://www.instagram.com/godlike.in,Rest in Peace Tahir. Our thoughts and prayers are with his family during these difficult times. May his soul rest in peace.,[],[],-1.0,10763.0,10762.0,2026-01-31 13:24:24+00:00,False
DUH_GgSiazt,3821300332764966125,DUH_GgSiazt,Video,clips,https://www.instagram.com/p/DUH_GgSiazt/,godlike.in,GodLike Esports,8221658682,https://www.instagram.com/godlike.in,"First time hit different. Doing it twice.

#DilSeGodlike #DilSeRedBull","['DilSeGodlike', 'DilSeRedBull']",[],23328.0,189.0,23517.0,2026-01-30 06:29:27+00:00,False
DT1wpJLDBTL,3816170192846460107,DT1wpJLDBTL,Video,clips,https://www.instagram.com/p/DT1wpJLDBTL/,godlike.in,GodLike Esports,8221658682,https://www.instagram.com/godlike.in,"Dream Is On . BGIS 2026 💛👊

#DilSeGodLike #DilSeRedbull #NeverSettle","['DilSeGodLike', 'DilSeRedbull', 'NeverSettle']",[],117771.0,2594.0,120365.0,2026-01-23 04:39:27+00:00,False
DTxVpEHjJ6A,3814925540256423552,DTxVpEHjJ6A,Sidecar,,https://www.instagram.com/p/DTxVpEHjJ6A/,godlike.in,GodLike Esports,8221658682,https://www.instagram.com/godlike.in,"Fast moves, zero lag, full vibe.
Gaming ho ya daily grind OnePlus 15R is always ready. 

#OnePlus15R , #OPGaming","['OnePlus15R', 'OPGaming']",[],47390.0,253.0,47643.0,2026-01-21 11:23:05+00:00,False
DTrcVT-DOC5,3813266119352705209,DTrcVT-DOC5,Image,,https://www.instagram.com/p/DTrcVT-DOC5/,godlike.in,GodLike Esports,8221658682,https://www.instagram.com/godlike.in,"Authority Stays In The Family 💫

#DilSeGodLike #NeverSettle #DilSeRedbull","['DilSeGodLike', 'NeverSettle', 'DilSeRedbull']",[],124903.0,1493.0,126396.0,2026-01-19 04:26:06+00:00,False
DThw_rzDCXZ,3810542242319050201,DThw_rzDCXZ,Video,clips,https://www.instagram.com/p/DThw_rzDCXZ/,godlike.in,GodLike Esports,8221658682,https://www.instagram.com/godlike.in,"Challenges , Too Much Fun , Who Wins 🤔???
▪︎
Race Across मुंबई Pt 2 💛 on YT Soon 🎥

#DilSeGodLike #mumbai #मुंबई #funny","['DilSeGodLike', 'mumbai', 'मुंबई', 'funny']",[],38710.0,247.0,38957.0,2026-01-15 10:23:02+00:00,False
